"Position","link","img","title","subtitle","price","rating"
295,"https://wolt.com/nb/nor/oslo/restaurant/burger-arena","https://imageproxy.wolt.com/venue/5eb1465862c7093a4789404c/b26d7b18-07ad-11eb-ba9a-fe9288094069_hero_5.jpg","Burger Arena","100% Hjemmelagede burgere helt fra bunnen av med forskjellige smak!","<span>$$</span><span class=""sc-537ac15b-35 hxASyT"">$$</span>",9.2
296,"https://wolt.com/nb/nor/oslo/restaurant/eat-thai-lren","https://imageproxy.wolt.com/venue/61c2f8f3d4ecb3b2aa45a773/1b51e8fc-6c71-11ec-95e4-862e1aa0bdf3_e5e8a280_c448_11eb_9f40_725a6e691cfe_ffda61e6_a815_11eb_9391_121a7953ba73_eat_thai2463.jpg","Eat Thai Løren","A taste of Thai to go","<span>$$</span><span class=""sc-537ac15b-35 hxASyT"">$$</span>",8.8
297,"https://wolt.com/nb/nor/oslo/restaurant/damascino-restaurant-caf","https://imageproxy.wolt.com/venue/61278c998e2810cbd36edf63/bd60b658-3889-11ec-b85d-fecad809a297_damascino_restaurant1765.jpg","Damascino Fried Chicken","Spesialister på crispy chicken og andre friterte godsaker!","<span>$$</span><span class=""sc-537ac15b-35 hxASyT"">$$</span>",8.4
298,"https://wolt.com/nb/nor/oslo/restaurant/mad-love","https://imageproxy.wolt.com/venue/6164236213f6c2556b6e629d/eb1b0afe-a22c-11ed-8e6d-b65b283b777d_mad_love1033.jpg","Mad Love","To Oslo-gutter som selger skikkelig store pizzaer og feite slices!","<span>$$</span><span class=""sc-537ac15b-35 hxASyT"">$$</span>",9.2
299,"https://wolt.com/nb/nor/oslo/restaurant/paradis-pizza","https://imageproxy.wolt.com/venue/61eeabce9254e799f1b86546/f68e4f1a-8444-11ec-a07a-ca5ac77876ac__dsc6050.jpg","Paradis Pizza","Spennende og interessante matretter fra forskjellige land.","<span>$$</span><span class=""sc-537ac15b-35 hxASyT"">$$</span>",8.8
300,"https://wolt.com/nb/nor/oslo/restaurant/damaskus-huset-restaurant","https://imageproxy.wolt.com/venue/612f3b25cd041774a7acfba3/6d4a85bc-0c8e-11ec-9c3e-4ab9604c9eda_damaskus_huset0061.jpg","Damaskus Huset Restaurant","Autentisk og hjemmelaget syrisk mat","<span>$$</span><span class=""sc-537ac15b-35 hxASyT"">$$</span>",8.2
301,"https://wolt.com/nb/nor/oslo/restaurant/sushi-city-wok-majorstuen","https://imageproxy.wolt.com/venue/6048d741372b521d5b159cde/a5a66344-a874-11ed-bfea-8a1f1cfe2247_city_wok_frogner4891.jpg","Sushi City Wok Frogner","Et bredt og smakfult utvalg av sushi, wok og bubble tea","<span>$$</span><span class=""sc-537ac15b-35 hxASyT"">$$</span>",8.4
302,"https://wolt.com/nb/nor/oslo/restaurant/istanbul-kebab-gronland","https://imageproxy.wolt.com/venue/6089520533f6bc29f72e88da/4155b044-a9ba-11eb-8b50-f2946a9e99e4_istanbul0047.jpg","Istanbul Kebab Grønland","Ekte tyrkisk kebab! 🥙","<span>$$</span><span class=""sc-537ac15b-35 hxASyT"">$$</span>",8.6
303,"https://wolt.com/nb/nor/oslo/restaurant/eckers-cafe-hageby","https://imageproxy.wolt.com/venue/5f856916f397999d15020bc2/77b1e75e-3802-11eb-a6d5-c62d0c3f4366_eckers1298.jpg","Eckers Cafe Hageby","Sandwich, Burritos & Salad!","<span>$$</span><span class=""sc-537ac15b-35 hxASyT"">$$</span>",8.8
304,"https://wolt.com/nb/nor/oslo/restaurant/storo-grill","https://imageproxy.wolt.com/venue/6172b50df7e6f774bd19ee0f/d39cbec0-3899-11ec-88ac-bea4da1b0015_storo_grill1837.jpg","Storo Grill","Cheesy pizza, homestyle burgers og smakfull kebab","<span>$$</span><span class=""sc-537ac15b-35 hxASyT"">$$</span>",8.2
305,"https://wolt.com/nb/nor/oslo/restaurant/tsen-grill","https://imageproxy.wolt.com/venue/616421c330c2208362055e97/2468df0a-3e2b-11ec-936f-4292a5127210_ta_sen_grill2184.jpg","Tåsen Grill & Kebab","Smakfull kebab og andre grillretter","<span>$$</span><span class=""sc-537ac15b-35 hxASyT"">$$</span>",7.4
306,"https://wolt.com/nb/nor/oslo/restaurant/pizza-al-parco","https://imageproxy.wolt.com/venue/5ddbee689ecaae1f52497013/4b3216b6ac9556f5bf2204d04a680916","Pizza Al Parco","Italiensk","<span>$$$</span><span class=""sc-537ac15b-35 hxASyT"">$</span>",8.4
307,"https://wolt.com/nb/nor/oslo/restaurant/thai-express","https://imageproxy.wolt.com/venue/5f030cbee2d2ed2c416c5248/eba27528-bf7d-11ea-b1d1-a2c17661cf85_hero4.jpg","Thai Express","Serverer autentisk og smakfull Thaimat som kundene ønsker å spise igjen 🥘","<span>$$</span><span class=""sc-537ac15b-35 hxASyT"">$$</span>",8.6
308,"https://wolt.com/nb/nor/oslo/restaurant/big-buffalo","https://imageproxy.wolt.com/venue/6188e5816b97d7101426281f/a3bcd382-74ae-11ed-9ddf-7284cca9329a_samlebilde__1_.jpg","Big Buffalo","Good Choice of Signature Smash Burgers - Chicken Burgers - Vegetarian - Steaks - Halal","<span>$$</span><span class=""sc-537ac15b-35 hxASyT"">$$</span>",8.4
309,"https://wolt.com/nb/nor/oslo/restaurant/lille-saigon-1-p-lillo-grd","https://imageproxy.wolt.com/venue/61b9b8b5a99a06f4dc5f682c/3b839ec2-623a-11ec-8411-ae4b7115d537_lille_saigon_lillo_ga_rd14254.jpg","Lille Saigon 1 på Lillo Gård","En av Norges mest autentisk vietnamesisk restaurant","<span>$$</span><span class=""sc-537ac15b-35 hxASyT"">$$</span>",9
310,"https://wolt.com/nb/nor/oslo/restaurant/linns-sushi","https://imageproxy.wolt.com/venue/5de7d8d12a5123e77af0efe6/208364b5b89d4b734aba306b0d5e6c3e","Linns Sushi","Sushi, Sashimi, Maki, Nigiri, Futo Maki, Varmretter med ris.","<span>$$</span><span class=""sc-537ac15b-35 hxASyT"">$$</span>",8.8
311,"https://wolt.com/nb/nor/oslo/restaurant/lahori-dera-oslo","https://imageproxy.wolt.com/venue/6396ffca362c06682a8fb87d/e6a1e760-7a07-11ed-8deb-124e89a47d5a_cfc8f984_3b89_11eb_9297_f6a5ede87e64_hero2.jpg","Lahori Dera - Leveres av Restauranten","🚙 Denne restauranten leverer selv. Alle henvendelser må derfor rettes direkte til restaurantens kontaktnummer: +4722671515","<span>$$</span><span class=""sc-537ac15b-35 hxASyT"">$$</span>",5.6
312,"https://wolt.com/nb/nor/oslo/restaurant/fryd-lren","https://imageproxy.wolt.com/venue/61bc709d31ca0b866a993cad/3001926e-14c0-11ed-bcd1-1a1fd6d58964_fryd_l_ren_samlebilde02.png","Fryd Løren","Er du veldig sulten kan du bestille full middag, og er du mindre sulten vil kanskje en av smårettene kunne friste. Eller kanskje du bare har lyst til å ta en håndverksøl etter jobben? Hos oss skal du få det du ønsker deg, til fornuftige priser.","<span>$$</span><span class=""sc-537ac15b-35 hxASyT"">$$</span>",8
313,"https://wolt.com/nb/nor/oslo/restaurant/jordbrpikene-storo","https://imageproxy.wolt.com/venue/6203bf5abd8571025406cfab/1b991a48-8dae-11ec-b361-fab5155f70b8_img_9516__1_.jpg","Jordbærpikene Storo","Cafemat og kaker laget fra bunnen av, med sesongens friske råvarer.","<span>$$</span><span class=""sc-537ac15b-35 hxASyT"">$$</span>",8.2
314,"https://wolt.com/nb/nor/oslo/restaurant/shalimar-tandoori","https://imageproxy.wolt.com/venue/5e9978148f36d653922dda22/7a79d76e-073b-11eb-ba6b-3ecfcd21e6bf_hero.jpg","Shalimar Tandoori","Indiske og pakistanske smaker og matkultur.","<span>$$</span><span class=""sc-537ac15b-35 hxASyT"">$$</span>",8.6
315,"https://wolt.com/nb/nor/oslo/restaurant/pane-vino-oslo","https://imageproxy.wolt.com/venue/5f980179b69c8c4adbb0fa2a/959e322c-25e2-11eb-ace4-ca3a0aaf106d_hero_shot_1.jpg","Pane & Vino","Klassisk italiensk pizzeria med steinovnspizza. Prøv også deres pastaretter, burgere, sanwicher, salater eller tapas 🍕","<span>$$</span><span class=""sc-537ac15b-35 hxASyT"">$$</span>",8.2
316,"https://wolt.com/nb/nor/oslo/restaurant/lofthus-samvirkelag-damplassen","https://imageproxy.wolt.com/venue/5e6cd9575d4d9ec5cb869469/2d13e94a-6616-11ea-9ff8-0a58647d0e0f_fennikelsalami.jpg","Lofthus Samvirkelag Damplassen","Pizza med norsk vri","<span>$$</span><span class=""sc-537ac15b-35 hxASyT"">$$</span>",8.6
317,"https://wolt.com/nb/nor/oslo/restaurant/monsun-sushi-majorstuen","https://imageproxy.wolt.com/venue/62e25226468233cdcbe13c01/b9d0404a-0f24-11ed-a817-ee3514d07077_69dc70d6_a355_11eb_bc1f_0eb6d5d5e76f_monsun2087.jpg","Monsun Noodlebar Majorstua","Sushi & Noodles 🍣🍜","<span>$$</span><span class=""sc-537ac15b-35 hxASyT"">$$</span>",8.6
318,"https://wolt.com/nb/nor/oslo/restaurant/salat-fabrikken","https://imageproxy.wolt.com/venue/61d6e9b0c243a88d83a337c5/6a009d80-7780-11ec-8e07-822701e19913_hero_ii.jpg","Salat Fabrikken","Ferskpresset juice, digge wraps og smakfulle salater!","<span>$$</span><span class=""sc-537ac15b-35 hxASyT"">$$</span>",8.2
319,"https://wolt.com/nb/nor/oslo/restaurant/picasso-pizza","https://imageproxy.wolt.com/venue/60c0a082a3da1f54fb2f4ea3/1ea3d160-a50a-11ec-90e6-6e79bacea891_picasso_pizza6132.jpg","Picasso Pizza","Hjemmelagde pizzaer med ferske råvarer","<span>$$</span><span class=""sc-537ac15b-35 hxASyT"">$$</span>",7.8
320,"https://wolt.com/nb/nor/oslo/restaurant/the-indus","https://imageproxy.wolt.com/venue/5e8d9ea5acf1674c9582060e/23c8023e-c9e0-11eb-9282-667018010d7b_indus6188.jpg","The Indus","Indisk og pakistansk mat laget fra bunnen av med ferske råvarer","<span>$$</span><span class=""sc-537ac15b-35 hxASyT"">$$</span>",7.8
321,"https://wolt.com/nb/nor/oslo/restaurant/natraj-tandoori","https://imageproxy.wolt.com/venue/5f8d52030ffcd6126a3f51d9/e111b68c-1897-11eb-83dd-e288170cec2d_hero__1_.jpg","Natraj Tandoori","Indisk mat på sitt beste & kvalitet i alle ledd","<span>$$</span><span class=""sc-537ac15b-35 hxASyT"">$$</span>",8.6
322,"https://wolt.com/nb/nor/oslo/restaurant/hrim-sushi-to-go","https://imageproxy.wolt.com/venue/620b846799aff3db9ac56a92/d2d1e414-9575-11ec-90bf-76e0b74a8fda_sushi_to_go4092.jpg","Sushi City Wok Majorstuen","Fokus på ferske råvarer og stor kjærlighet til Asia.","<span>$$</span><span class=""sc-537ac15b-35 hxASyT"">$$</span>",8.4
323,"https://wolt.com/nb/nor/oslo/restaurant/jordal-haveli","https://imageproxy.wolt.com/venue/5f85718df4af57e7a0c18af5/731f2096-0f83-11eb-a3e1-eabacbe08d7c_hero2.jpg","Jordal Haveli","Ferske råvarer & ekte matglede!","<span>$$</span><span class=""sc-537ac15b-35 hxASyT"">$$</span>",8.6
324,"https://wolt.com/nb/nor/oslo/restaurant/krishnas-cuisine","https://imageproxy.wolt.com/venue/6253d949b6d29d6c04664e9b/c3ade2c0-ee13-11ec-9871-e2bd60624453_cover.jpg","Krishna's Cuisine","Vi serverer velsmakende vegetarmat laget fra bunnen av.","<span>$$</span><span class=""sc-537ac15b-35 hxASyT"">$$</span>",9.6
325,"https://wolt.com/nb/nor/oslo/restaurant/miami-pizza-torshov","https://imageproxy.wolt.com/venue/634d77b85f95cee256b694f5/9de0f52c-4fb7-11ed-9a21-163034daa6ea_miamim_pizza0051.jpg","Bentse Lunsj og Middag","Gratis levering inntil 2 km🚴🏼‍♂️//Digg hjemmelaget pizza","<span>$$</span><span class=""sc-537ac15b-35 hxASyT"">$$</span>",8
326,"https://wolt.com/nb/nor/oslo/restaurant/brooklyn-burger-joint-tyen","https://imageproxy.wolt.com/venue/5e343ec4f29dcdfde981f8b6/242da1b4-4766-11ea-8a3b-0a586468f7a5_IMG_3023.jpg","Brooklyn Burger Joint Tøyen","Klassisk burgerrestaurant!","<span>$$</span><span class=""sc-537ac15b-35 hxASyT"">$$</span>",8.6
327,"https://wolt.com/nb/nor/oslo/restaurant/honsan-oslo","https://imageproxy.wolt.com/venue/5e6a5b8e65a9da6d7d368f07/0fd4665a-015e-11eb-8473-8a669c16acfd_shutterstock_1383065213.jpg","Honsan","Kinesiske delikatesser","<span>$$</span><span class=""sc-537ac15b-35 hxASyT"">$$</span>",8
328,"https://wolt.com/nb/nor/oslo/restaurant/bislett-fried-chicken","https://imageproxy.wolt.com/venue/6305fb1b8f31798c893c42bc/77d6b0b8-239a-11ed-bef9-9e40b47cf426_3cfd4184_9af4_11ec_8150_0a57b11bf2d7_burgers___taco_bar5331.jpeg","Bislett Fried Chicken","Fried chicken på bislett","<span>$$</span><span class=""sc-537ac15b-35 hxASyT"">$$</span>",7.2
329,"https://wolt.com/nb/nor/oslo/restaurant/kathmandu-restaurant","https://imageproxy.wolt.com/venue/621cd0006fb0fe25ab14726f/74ffff32-aba1-11ec-b3b6-1ef72e6f9519_kathmandu_restaurant6687.jpg","Kathmandu Restaurant","Kraftig og god smak med grønnsaker, kylling eller lam som grunnstamme i maten.","<span>$$</span><span class=""sc-537ac15b-35 hxASyT"">$$</span>",8.2
330,"https://wolt.com/nb/nor/oslo/restaurant/vu-kjkken","https://imageproxy.wolt.com/venue/622f12ee9bb12fa02fe2ce54/b78c4c80-5ea1-11ed-aa42-8e4efe8b037e_vu_s_kj_kken_hong1580.jpg","Vu's Kjøkken Hong","Opplev den gode smaken av Asia!","<span>$$</span><span class=""sc-537ac15b-35 hxASyT"">$$</span>",8
331,"https://wolt.com/nb/nor/oslo/restaurant/veggy-burgers","https://imageproxy.wolt.com/venue/622f52f14a19476aaebaadbb/58f806d0-a219-11ed-8c25-d2b1e8593757__dsc2172.jpg","Veggy Burgers","Yummy vegetarian burgers and fries","<span>$$</span><span class=""sc-537ac15b-35 hxASyT"">$$</span>",8.4
332,"https://wolt.com/nb/nor/oslo/restaurant/tyren","https://imageproxy.wolt.com/venue/61556628cdb848aaaa814db1/a2e967a8-2cd0-11ec-9bd3-666bf290a942_tyren_torshov0094.jpg","Tyren","Ekte italiensk pizza på Torshov","<span>$$</span><span class=""sc-537ac15b-35 hxASyT"">$$</span>",8.2
333,"https://wolt.com/nb/nor/oslo/restaurant/bombay-cuisine","https://imageproxy.wolt.com/venue/61d82d58f25a4eea35ae887e/aee2def2-74a3-11ec-b920-aea03450fd0a_bombay_masala1228.jpg","Bombay Cuisine","Et besøk til Bombay Cuisine er en kulinarisk reise til India","<span>$$</span><span class=""sc-537ac15b-35 hxASyT"">$$</span>",7.8
334,"https://wolt.com/nb/nor/oslo/restaurant/vlerenga-grill-tikka","https://imageproxy.wolt.com/venue/619620d727ca148f813a3321/beaca5c4-92ef-11ec-85b8-4a1b0e5aff47_va_lerenga_tikka___grill4014.jpg","Vålerenga Grill & Tikka","Få maten levert rett hjem. Nyt våre saftige retter hvor du vil.","<span>$$</span><span class=""sc-537ac15b-35 hxASyT"">$$</span>",7.8
335,"https://wolt.com/nb/nor/oslo/restaurant/royal-tandoori","https://imageproxy.wolt.com/venue/5f8ee5612e58a0f75ef95394/85a03236-1a29-11eb-b018-a2840c3abc1d_hero1.jpg","Royal Tandoori","Indisk på Bislett","<span>$$$</span><span class=""sc-537ac15b-35 hxASyT"">$</span>",7.8
336,"https://wolt.com/nb/nor/oslo/restaurant/buns-burger-bar","https://imageproxy.wolt.com/venue/5dc1bdd8df59ee274e247c39/ec36132e-e091-11eb-bcf3-c6d15ab72c77_buns_burger_bar0047.jpg","Bun's Burger Bar","Burger bar!","<span>$$</span><span class=""sc-537ac15b-35 hxASyT"">$$</span>",7.8
337,"https://wolt.com/nb/nor/oslo/restaurant/olsen-p-bryn","https://imageproxy.wolt.com/venue/63ea2c994a8aca2f48587be9/9b24fe4a-adf5-11ed-83c1-0ab5df5d3a58_samlebilde.jpg","Olsen på Bryn","Her serverer vi norske klassikere, italiensk pizza, og pasta.","<span>$$</span><span class=""sc-537ac15b-35 hxASyT"">$$</span>",8
338,"https://wolt.com/nb/nor/oslo/restaurant/caf-billabong","https://imageproxy.wolt.com/venue/628ddaf4c5ce1fbcc8ecfea1/0a6ea550-ecde-11ec-bf02-a6586bdee1e1_billabong.jpg","Café Billabong","Vi tar imot alle som én og setter pris på latter og medmenneskelighet.","<span>$$</span><span class=""sc-537ac15b-35 hxASyT"">$$</span>",8
339,"https://wolt.com/nb/nor/oslo/restaurant/mehfel","https://imageproxy.wolt.com/venue/639993cd5accdf0aa2108e22/cf504484-8cdc-11ed-94c0-6e4b72b5c90a_0samlebilde_02.jpg","Mehfel","En spennende opplevelse av Indias mat og kultur.","<span>$$</span><span class=""sc-537ac15b-35 hxASyT"">$$</span>",8
340,"https://wolt.com/nb/nor/oslo/restaurant/lett-og-mett-duniya-grill","https://imageproxy.wolt.com/venue/620b81794142cfcd6e27e09c/c4693972-a3b2-11ec-a1e3-c2e877ac5f2d_samle.jpg","Lett og Mett Duniya Grill","Digg kebab og pizza serveres med ferske råvarer","<span>$$</span><span class=""sc-537ac15b-35 hxASyT"">$$</span>",6.8
341,"https://wolt.com/nb/nor/oslo/restaurant/pronto-di-olivia","https://imageproxy.wolt.com/venue/6176b0282115f19d8709e978/01921aea-37d3-11ec-8da4-c67b7fb99a3c_pronto_di_olivia1565.jpg","Pronto Di Olivia","Rask og enkel mat, enten du vil sitte ned eller ta med på turen videre","<span>$$</span><span class=""sc-537ac15b-35 hxASyT"">$$</span>",
342,"https://wolt.com/nb/nor/oslo/restaurant/curry-and-ketchup","https://imageproxy.wolt.com/venue/5e823fe3f8916e9f2d49fa26/5fa96566-6646-11eb-b685-6a051aa51843_curry___ketchup3207.jpg","Curry and Ketchup","Gratis levering for bestillinger over 499,-🚴🏼‍♂️//Indian streetfood","<span>$$</span><span class=""sc-537ac15b-35 hxASyT"">$$</span>",8.4
343,"https://wolt.com/nb/nor/oslo/restaurant/fusion-india","https://imageproxy.wolt.com/venue/5fa9532d9b3add07731852d5/e961f602-2b3a-11eb-b402-b2ffe9007658_fusion_india0476.jpg","Fusion India","Nytt spennede indiskt konsept","<span>$$$</span><span class=""sc-537ac15b-35 hxASyT"">$</span>",8.2
344,"https://wolt.com/nb/nor/oslo/restaurant/khushi","https://imageproxy.wolt.com/venue/5da49dc2f5202826e7a1376a/21f609f4-dda1-11eb-8e29-fe55a2085ed0_khushi0062.jpg","Khushi Indian Cuisine","Indisk-pakistanske smaker","<span>$$$</span><span class=""sc-537ac15b-35 hxASyT"">$</span>",8.6
345,"https://wolt.com/nb/nor/oslo/restaurant/kverneriet-solli-plass","https://imageproxy.wolt.com/venue/600ffcc307a426fc872381c2/0730d81e-618d-11eb-9d19-6abb41ef4f69_img_0462.jpg","Kverneriet Solli Plass","Flipping kick-ass burgers since 2013","<span>$$$</span><span class=""sc-537ac15b-35 hxASyT"">$</span>",8.4
346,"https://wolt.com/nb/nor/oslo/restaurant/wu-restaurant-bislett","https://imageproxy.wolt.com/venue/5dbc3efdbd4c33c59d99214c/72786888c5e70fa4a21f54f95107c5f4","Wu Restaurant Bislett","Sushi & Asian kitchen","<span>$$$</span><span class=""sc-537ac15b-35 hxASyT"">$</span>",8.8
347,"https://wolt.com/nb/nor/oslo/restaurant/dinner","https://imageproxy.wolt.com/venue/605349768744a995a1e0702c/774787d0-8a67-11eb-9ae8-fe539bc3f0b4_dinner0735.jpg","Dinner","Tradisjonell Kinesisk Fine Dine","<span>$$$</span><span class=""sc-537ac15b-35 hxASyT"">$</span>",8.6
348,"https://wolt.com/nb/nor/oslo/restaurant/sugar-spice","https://imageproxy.wolt.com/venue/61f3b6ace034f2df3bfd38f1/87e415fe-8a52-11ec-bb87-862cf3512621_0samlebilde2.jpg","Sugar & Spice","Asian street food and good vibes","<span>$$</span><span class=""sc-537ac15b-35 hxASyT"">$$</span>",9.2
349,"https://wolt.com/nb/nor/oslo/restaurant/listen-to-baljit","https://imageproxy.wolt.com/venue/5dbb580371039fa6ac04a76c/a9dba7a6-a227-11ed-9383-8abbbc02a1ad_listen_to_baljit1001.jpg","Listen to Baljit","Indian Streetfood","<span>$$$</span><span class=""sc-537ac15b-35 hxASyT"">$</span>",8.6
350,"https://wolt.com/nb/nor/oslo/restaurant/pizza-og-kina-ekspressen-helsfyr","https://imageproxy.wolt.com/venue/6405ead865a10ce12c05a580/836488a4-c4c8-11ed-83b8-3a2ac206faf0_842467e2_6c82_4498_9a15_c59399e9d522.jpg","Pizza & Kina Ekspressen Helsfyr - Leveres av Restauranten","🚙 Gratis Levering! Denne restauranten leverer selv. Alle henvendelser må derfor rettes direkte til restaurantens kontaktnummer: +4722222222","<span>$$</span><span class=""sc-537ac15b-35 hxASyT"">$$</span>",5.8
351,"https://wolt.com/nb/nor/oslo/restaurant/vesuvio-pizza","https://imageproxy.wolt.com/venue/5f9861b8ac9e28866f55685b/371737e8-a22d-11ed-bd8c-62e37160d1ed_c3b020c4_2503_11eb_87b5_e212edf42417_hero_3.jpg","Vesuvio Pizza","Autentisk napolitansk pizza i Oslo 🇮🇹","<span>$$$</span><span class=""sc-537ac15b-35 hxASyT"">$</span>",9
352,"https://wolt.com/nb/nor/oslo/restaurant/scarpetta-pastabar","https://imageproxy.wolt.com/venue/6082bd727b00f0ed32ec2ca8/98f5f4b0-a6b5-11eb-8736-8657a706cc9c_scarpetta4157.jpg","Scarpetta Pastabar","Grande passione for det italienske kjøkkenet! Gratis levering 🚴‍♂️","<span>$$$</span><span class=""sc-537ac15b-35 hxASyT"">$</span>",8.2
353,"https://wolt.com/nb/nor/oslo/restaurant/kompis-lillo-grd","https://imageproxy.wolt.com/venue/5f72f8d1e14c83e64388ec96/5356b330-0233-11eb-a143-0a549212e6a5_hero_2.jpg","Kompis Lillo Gård","Ferske og gode pizza og burgere 🍕 🍔","<span>$$</span><span class=""sc-537ac15b-35 hxASyT"">$$</span>",8.6
354,"https://wolt.com/nb/nor/oslo/restaurant/asia-aker-brygge","https://imageproxy.wolt.com/venue/5ddd0a45ddd8179efb89a423/154a2a01d9e6308dfb6f3a509764109a","Asia Aker Brygge","Welcome to a culinary ""kurtiseri"" - a flirty eatery","<span>$$$</span><span class=""sc-537ac15b-35 hxASyT"">$</span>",8.6
355,"https://wolt.com/nb/nor/oslo/restaurant/ekte-thaimat","https://imageproxy.wolt.com/venue/60f03d0c7f3d7284633eddc3/cf46fdc0-eeb3-11eb-9f94-e6ef00020ac4_ekte_thaimat0792.jpg","Ekte Thaimat","Spennende thailandske smaker.","<span>$$</span><span class=""sc-537ac15b-35 hxASyT"">$$</span>",8.4
356,"https://wolt.com/nb/nor/oslo/restaurant/antiochia-grill","https://imageproxy.wolt.com/venue/6448e378be14752aef40c2ad/f333633c-e5cd-11ed-b59f-06779ba66d81_0samlebilde.jpg","Antiochia Grill","Turkish Streetfood","<span>$$</span><span class=""sc-537ac15b-35 hxASyT"">$$</span>",
357,"https://wolt.com/nb/nor/oslo/restaurant/new-dehli-tjuvholmen","https://imageproxy.wolt.com/venue/5da7423721ad4024e79d802f/dd4e47aa-a241-11ed-ba5b-560efbf3ba52_new_dehli.jpg","New Delhi Tjuvholmen","Indiske smaker","<span>$$$</span><span class=""sc-537ac15b-35 hxASyT"">$</span>",9
358,"https://wolt.com/nb/nor/oslo/restaurant/sdst","https://imageproxy.wolt.com/venue/60225711ce82c8e4f34f2d57/d84ac0ea-aac5-11ec-a438-0a5a6221782a_sudost18954.jpg","SüdØst","Asian Crossover","<span>$$$</span><span class=""sc-537ac15b-35 hxASyT"">$</span>",8.6
359,"https://wolt.com/nb/nor/oslo/restaurant/kryddern","https://imageproxy.wolt.com/venue/624aa000647ccaf1845ab74e/abd85a9e-b4b7-11ec-9283-266ef6fbb8bd_kryddern7276.jpg","Kryddern","En autentisk Indisk matopplevelse hvor gode råvarer og krydder står i fokus.","<span>$$</span><span class=""sc-537ac15b-35 hxASyT"">$$</span>",9
360,"https://wolt.com/nb/nor/oslo/restaurant/kebabish-original","https://imageproxy.wolt.com/venue/5e3988ac462be938932f2461/5e8af7ea-5232-11ea-a09c-0a586475ce9c_Lamb%20chops.jpg","Kebabish Original","Gratis levering for alle bestillinger🚴‍♂️// Asiatiske grillretter","<span>$$</span><span class=""sc-537ac15b-35 hxASyT"">$$</span>",8.4
361,"https://wolt.com/nb/nor/oslo/restaurant/food-family2021","https://imageproxy.wolt.com/venue/6151a9ff69850f38db31b63f/330f13e4-a225-11ed-b7fa-6ea0ec34da24_5217fe04_2b3e_11ec_8560_1ab09b8dd263_food_family_rev.jpg","Food Family","Three restaurants, one family","<span>$$</span><span class=""sc-537ac15b-35 hxASyT"">$$</span>",8.8
362,"https://wolt.com/nb/nor/oslo/restaurant/tintin-sushi","https://imageproxy.wolt.com/venue/637c9a54bc8318c5854837f4/26d50cd6-6fcc-11ed-9dae-1af0da1d2cbd_tintin_sushi9166.jpg","Tintin Sushi","Our aim is to offer you a great quality dining experience in a relaxed and informal surroundings, at the heart of what we want to achieve is quality and value for money.","<span>$$</span><span class=""sc-537ac15b-35 hxASyT"">$$</span>",8.6
363,"https://wolt.com/nb/nor/oslo/restaurant/brobekk-grill-pizza","https://imageproxy.wolt.com/venue/6233062eab3305a295e0823b/4c4460b2-ab77-11ec-b292-8ea7a896ac75_samlebilde.jpg","Brobekk Grill & Pizza","Rykende varm pizza eller smakfulle grillretter rett fra grillen. Alt av matvarer er halal.","<span>$$</span><span class=""sc-537ac15b-35 hxASyT"">$$</span>",8
364,"https://wolt.com/nb/nor/oslo/restaurant/street-chef2021","https://imageproxy.wolt.com/venue/61716e2485a2fe157c5210e6/39740104-3c28-11ec-a3db-36067d531d7a_street_chef1709.jpg","Street Chef","Stort utvalg av digge retter som pizza, burger og sandwich!","<span>$$</span><span class=""sc-537ac15b-35 hxASyT"">$$</span>",8.8
365,"https://wolt.com/nb/nor/oslo/restaurant/eldhuset-bbq-bar-bislett","https://imageproxy.wolt.com/venue/5dbc5ad60ea373130afc9964/a48cb75ca557e309bafda4aca2a8473c-edits/ec9e8d678c3097e710d5e03e0c26aafc","Eldhuset BBQ Bar Bislett","Amerikansk southern bbq på sitt beste","<span>$$$</span><span class=""sc-537ac15b-35 hxASyT"">$</span>",8.8
366,"https://wolt.com/nb/nor/oslo/restaurant/olivia-eger","https://imageproxy.wolt.com/venue/601be4e63ad5a08b0b042fa6/d4b97dde-9e7f-11eb-a716-32b90cb94c86_wolt_olivia_cover_photo_1010x544px4.jpg","Olivia Eger","Nærmere Italia kommer du ikke","<span>$$$</span><span class=""sc-537ac15b-35 hxASyT"">$</span>",8
367,"https://wolt.com/nb/nor/oslo/restaurant/indian-street-food-n-co","https://imageproxy.wolt.com/venue/6262b0c735912e65faf7ffce/d5ad4790-60dc-11ed-a3c3-8654b4c956ea_indian_street_food_n_co_oslo1676.jpg","Indian Street Food N Co","Blander tradisjon med moderne smak","<span>$$</span><span class=""sc-537ac15b-35 hxASyT"">$$</span>",8.6
368,"https://wolt.com/nb/nor/oslo/restaurant/tri-ky-vulkan","https://imageproxy.wolt.com/venue/5fab06765616af2f25bebfad/f7425af6-2503-11eb-a33d-8e94ca729d23_tri_ky1926.jpg","Tri-ky Vulkan","Din bestevenn på Vulkan!","<span>$$$</span><span class=""sc-537ac15b-35 hxASyT"">$</span>",9.2
