"Position","link","img","title","subtitle","price","rating"
148,"https://wolt.com/nb/nor/oslo/restaurant/godt-brd-munch-brygge","https://imageproxy.wolt.com/venue/5fdb588ed89fdd7a9fd1f541/7209677a-49c1-11eb-ae0d-72eea33a1745_godt_br_d_h_st183766.jpg","Godt Brød Munch Brygge","God smak og god samvittighet","<span>$$</span><span class=""sc-537ac15b-35 hxASyT"">$$</span>",9.2
149,"https://wolt.com/nb/nor/oslo/restaurant/sot-steen-strm","https://imageproxy.wolt.com/venue/622096c91f881fca6c78d508/eb18b742-9bc3-11ec-933b-d6d6f4b28d9f_sot_hero_shot.png","SOT Steen & Strøm","Hos SOT finner du dedikerte kokker med et brennende ønske om å servere deg byens diggeste burger.","<span>$$</span><span class=""sc-537ac15b-35 hxASyT"">$$</span>",7.6
150,"https://wolt.com/nb/nor/oslo/restaurant/jafs-kirkegata","https://imageproxy.wolt.com/venue/5e84ad19f6b2ef34d4cd99e0/31855800-eb95-11eb-b10e-cedf3b0fd9bd_jafs_kirkegata0757.jpg","Jafs Kirkegata","Fabelaktig Fastfood!","<span>$$</span><span class=""sc-537ac15b-35 hxASyT"">$$</span>",5.2
151,"https://wolt.com/nb/nor/oslo/restaurant/teaology-storo","https://imageproxy.wolt.com/venue/6089682689e8cfa71287b7f1/6a59fb5c-ad71-11eb-92aa-eea94c6013b7_mama_pho_topp_bilde.jpg","TeaOlogy Storo","Premium classic and herbal teas. Real tea - real taste 🍓","<span>$$</span><span class=""sc-537ac15b-35 hxASyT"">$$</span>",9.2
152,"https://wolt.com/nb/nor/oslo/restaurant/bacalao-til-folket","https://imageproxy.wolt.com/venue/620d563f31517821ef4df307/7f6640cc-a221-11ed-8148-ce143828e285_21a8a58c_9a0d_11ec_a9f2_0a24d8c6a030_barcode_streetfood16561.jpg","Bacalao til Folket","Supergod bacalao og bolinhos av de beste råvarer!","<span>$$</span><span class=""sc-537ac15b-35 hxASyT"">$$</span>",8.2
153,"https://wolt.com/nb/nor/oslo/restaurant/asianfoodbox","https://imageproxy.wolt.com/venue/60545f6c95cb2ff9bfbf35b6/d6ffa098-9086-11eb-bb6c-4e3b10fdc1dc_asianfoodbox_banner_bilde.jpeg","Asianfoodbox","Ferdiglagde eller halvferdige asiatiske måltider av høy kvalitet som kan tilberedes og nytes hjemme!","<span>$$</span><span class=""sc-537ac15b-35 hxASyT"">$$</span>",8
154,"https://wolt.com/nb/nor/oslo/restaurant/kaffistova","https://imageproxy.wolt.com/venue/5f59edc9af0ee67f2447a0cb/66b91cfe-a21a-11ed-8f8e-daf3f750bb5f_1d9675b0_f346_11ea_8238_f670487cd48d_hero_3.jpg","Kaffistova","Her står norsk mat i fokus! Det serveres vellaget og ikke minst hjemmelaget mat. Maten er laget av glade kokker - og er basert på gode, norske mattradisjoner 🍽","<span>$$</span><span class=""sc-537ac15b-35 hxASyT"">$$</span>",8.4
155,"https://wolt.com/nb/nor/oslo/restaurant/hot-shot-sandwichbaren","https://imageproxy.wolt.com/venue/637cba115e3e9cc9bb14af17/dd2a30c8-7ae5-11ed-bb3d-baad41f4f662_samlebilde.jpg","Hot Shot Sandwichbaren","Alle våre sandwicher lages på ferskpresset surdeig. Crunchy utside, myk innside. Mmmm..","<span>$$</span><span class=""sc-537ac15b-35 hxASyT"">$$</span>",
156,"https://wolt.com/nb/nor/oslo/restaurant/skrplanet","https://imageproxy.wolt.com/venue/61d56f4506e0ee1db1c6c536/8765b380-7779-11ec-a94f-2ef77c29c988_dsc_4730.jpg","Skråplanet","Et fristende matkart, vi byr – helt subjektivt – på den beste barmaten i byen.","<span>$$</span><span class=""sc-537ac15b-35 hxASyT"">$$</span>",7
157,"https://wolt.com/nb/nor/oslo/restaurant/bakt","https://imageproxy.wolt.com/venue/5daedc0373ff3f4c114d3b9e/b832e08e-4dec-11ec-9ff0-8e0556ca59f3_pizza_58.jpg","BAKT - Kulturhuset","Norwegian home made pizza made from scratch! 🍕","<span>$$</span><span class=""sc-537ac15b-35 hxASyT"">$$</span>",
158,"https://wolt.com/nb/nor/oslo/restaurant/caf-europa","https://imageproxy.wolt.com/venue/5e16e960b9804db852fe59cf/9446bc92-93d1-11ec-8191-d6bcf4375c0a_samlebilde__1_.jpg","Café Europa","European delicacies","<span>$$</span><span class=""sc-537ac15b-35 hxASyT"">$$</span>",8.8
159,"https://wolt.com/nb/nor/oslo/restaurant/dr-crunchy","https://imageproxy.wolt.com/venue/5ddbe070db985a30e6d13b8a/4fc189c6-d8ab-11eb-8af2-4ec1d0b1f746_dr.crunchy0446.jpg","Dr. Crunchy","Oslo Fried Chicken 🐔","<span>$$</span><span class=""sc-537ac15b-35 hxASyT"">$$</span>",8.6
160,"https://wolt.com/nb/nor/oslo/restaurant/din-deli-tullin","https://imageproxy.wolt.com/venue/6135e35a1875b96cca08a037/d276771c-19f8-11ec-85b1-66c4cc71e07c_din_deli10019.jpg","Din Deli Tullin","På Din Deli serverer vi deilig pizza / taglio pizza og saftig påsmurte focaccia.","<span>$$</span><span class=""sc-537ac15b-35 hxASyT"">$$</span>",8
161,"https://wolt.com/nb/nor/oslo/restaurant/sabaki","https://imageproxy.wolt.com/venue/5f8e97702cda8b2947a99542/77b20586-15cf-11eb-a544-f20336f92d0a_img_8344.jpg","Sabaki Paleet","Sushi, sashimi, maki og andre japanske retter 🍣","<span>$$</span><span class=""sc-537ac15b-35 hxASyT"">$$</span>",
162,"https://wolt.com/nb/nor/oslo/restaurant/tavernan","https://imageproxy.wolt.com/venue/5efefbd99a0221db8af43224/c8936f44-bd32-11ea-854f-269beff6ed64_hero_shot__2_.jpg","Taverna'n","Taverna'ns tolkning av den norske pizzaen 🍕","<span>$$</span><span class=""sc-537ac15b-35 hxASyT"">$$</span>",6.8
163,"https://wolt.com/nb/nor/oslo/restaurant/campino-sinsen","https://imageproxy.wolt.com/venue/606e23d612f1abcd984108fc/5a32dd0e-a228-11ed-8cf2-22b9f334facf_02b705f2_9d2d_11eb_b49d_deb0ee71b7f6_campion_sinsen1426.jpg","Campino Sinsen","Pizza rett fra steinovnen!","<span>$$</span><span class=""sc-537ac15b-35 hxASyT"">$$</span>",8.8
164,"https://wolt.com/nb/nor/oslo/restaurant/the-greasy-house","https://imageproxy.wolt.com/venue/5e5f8e2fcd486d2d219cb809/488145a6-9e30-11ed-9f88-b2759a308aaa_the_greasy_house5757_1_copy_2.jpg","The Greasy House","Ekte amerikanske burgere","<span>$$</span><span class=""sc-537ac15b-35 hxASyT"">$$</span>",8.4
165,"https://wolt.com/nb/nor/oslo/restaurant/kuru-sushi","https://imageproxy.wolt.com/venue/5e6b7bce9f53b61336aa835b/20eaf76e-6853-11ea-a476-0a58647e0406_shutterstock_366833861.jpg","Kuru Sushi","Høy kvalitet til rimelig pris","<span>$$</span><span class=""sc-537ac15b-35 hxASyT"">$$</span>",9.2
166,"https://wolt.com/nb/nor/oslo/restaurant/happy-time","https://imageproxy.wolt.com/venue/5da1f285d4082e5d6659a9ec/43a538f6e6c689ff890f54797c89a1e0-edits/7c1e4e6dc6c5dc6a43ce5d62c858fb0f","Happy Time","Burger, kebab, pizza og salater!","<span>$$</span><span class=""sc-537ac15b-35 hxASyT"">$$</span>",8
167,"https://wolt.com/nb/nor/oslo/restaurant/yume-asian-fusion","https://imageproxy.wolt.com/venue/61669fb007ec2c29416b2c68/364d7aa2-332a-11ec-89d5-2a68db9f6c27_yume_asian_fusion0824.jpg","Yume Asian Fusion","Kombinerer smaker fra alle de asiatiske kulturene med europeisk mat","<span>$$</span><span class=""sc-537ac15b-35 hxASyT"">$$</span>",9
168,"https://wolt.com/nb/nor/oslo/restaurant/thai-orchid-oslo","https://imageproxy.wolt.com/venue/5fa2ab34178b13a0badf53f1/c9c143b2-2058-11eb-8ca8-664fd3e19c7b_thai_orchid_05.11.201277.jpg","Thai Orchid","En autentisk smak av Thailand","<span>$$</span><span class=""sc-537ac15b-35 hxASyT"">$$</span>",9
169,"https://wolt.com/nb/nor/oslo/restaurant/mamma-pizza-vika","https://imageproxy.wolt.com/venue/6390871c16fd328396c4cabd/7360fc6a-a22e-11ed-b36b-bac7a3c6376e_193bf996_7ae8_11ed_bd33_5eaf7dc7167e_mamma_mia_pizzeria_ruselokka2196missing_1_copy.jpg","Mamma Pizza Vika","Osteria Italiana","<span>$$</span><span class=""sc-537ac15b-35 hxASyT"">$$</span>",8.4
170,"https://wolt.com/nb/nor/oslo/restaurant/beibei","https://imageproxy.wolt.com/venue/5eb01688a4197a0216ab5c8c/1f320400-8c8b-11eb-a354-c282de0ac4cd_bei_bei1201.jpeg","BeiBei","Vietnamese street food","<span>$$</span><span class=""sc-537ac15b-35 hxASyT"">$$</span>",9
171,"https://wolt.com/nb/nor/oslo/restaurant/crispy-clubs","https://imageproxy.wolt.com/venue/5e8238b3a8f03745f6e44fca/8baf3954-b0fb-11ed-81cf-86073ad7f705_crispy_club1474.jpg","Crispy Clubs","Fritert kylling som ingen andre steder! 🍗","<span>$$</span><span class=""sc-537ac15b-35 hxASyT"">$$</span>",9
172,"https://wolt.com/nb/nor/oslo/restaurant/lkka-sushi","https://imageproxy.wolt.com/venue/62e0f622d3377a783b144b36/b0a22e9a-a211-11ed-9ac9-f61c846a2a63_a381d446_1958_11ed_b25a_2ee33e2507ed_samlebilde.jpg","Løkka Sushi","Sushi på løkka.","<span>$$</span><span class=""sc-537ac15b-35 hxASyT"">$$</span>",8.8
173,"https://wolt.com/nb/nor/oslo/restaurant/indispice","https://imageproxy.wolt.com/venue/5f9bfb10417b235eee21ed5c/0351c672-a227-11ed-ab93-8a4d1e2e7d2b_fd4d093e_25ba_11eb_95fa_16f6233e7be0_hero__10_.jpg","IndiSpice","Toppkvalitet med topp smak!","<span>$$</span><span class=""sc-537ac15b-35 hxASyT"">$$</span>",9
174,"https://wolt.com/nb/nor/oslo/restaurant/el-camino","https://imageproxy.wolt.com/venue/5ff855f80c384aac1a506d9d/06f11482-6231-11eb-b650-a62efa445559_el_camino3286.jpg","El Camino Bjørvika","Healthy, Simple, & Delicous","<span>$$</span><span class=""sc-537ac15b-35 hxASyT"">$$</span>",8.4
175,"https://wolt.com/nb/nor/oslo/restaurant/thai-corner","https://imageproxy.wolt.com/venue/624aa48c1187885ebbefa92e/affdf288-bfbf-11ec-abe8-16399a324bd9_thai_corner18371.jpg","Thai Corner","Thailandske familieoppskrifter som har gått i arv i flere generasjoner","<span>$$</span><span class=""sc-537ac15b-35 hxASyT"">$$</span>",8.8
176,"https://wolt.com/nb/nor/oslo/restaurant/desi-treat","https://imageproxy.wolt.com/venue/6164201ddb4126048a6ba117/71390a7a-a226-11ed-8041-da192fd51130_9c0b94e6_4874_11ec_bb2f_ee993cf3271e_desi_treat3441.jpg","Desi Treat (Indisk/Indian)","Halal & Vegan//Drøm deg bort til India med vårt store utvalg av autentiske indiske retter!","<span>$$</span><span class=""sc-537ac15b-35 hxASyT"">$$</span>",9
177,"https://wolt.com/nb/nor/oslo/restaurant/der-peppern-gror-bogstadveien","https://imageproxy.wolt.com/venue/61b9d6ef541fbf5a5edb8990/58057c3a-a255-11ed-b691-ae2e6df8f85d_der_peppern_gror.jpg","Der Peppern Gror Bogstadveien","Restaurant curries, indisk street food og indisk husmannskost","<span>$$</span><span class=""sc-537ac15b-35 hxASyT"">$$</span>",8.8
178,"https://wolt.com/nb/nor/oslo/restaurant/hagestuen-caf","https://imageproxy.wolt.com/venue/61790ace3d16f432a4462119/c07b8e2e-407e-11ec-a88f-da596141634e_hagestuen_cafe12196.jpg","Hagestuen Cafè Kinesisk","Spennende og autentiske Kinesiske retter.","<span>$$</span><span class=""sc-537ac15b-35 hxASyT"">$$</span>",9
179,"https://wolt.com/nb/nor/oslo/restaurant/bosu-boba-sushi","https://imageproxy.wolt.com/venue/61c9bae0ca8c5c499cecebab/afb133ae-a221-11ed-bb9c-32874f5dd791_61c2ea52_67d5_11ec_97cc_56057bea5f42_sushi_bosu0529.jpg","BoSu Boba & Sushi Sannergata","Smakfulle retter og bubble tea!","<span>$$</span><span class=""sc-537ac15b-35 hxASyT"">$$</span>",9.2
180,"https://wolt.com/nb/nor/oslo/restaurant/sushi-og-thai-takeaway","https://imageproxy.wolt.com/venue/6319c825285b8e44e3e6f87b/4bc2e9e8-4941-11ed-a205-be9a3deb1187_sushi_og_thai_takeaway6805.jpg","Sushi og Thai Takeaway","Sushi og thaimat laget med kjærlighet og friske råvarer.","<span>$$</span><span class=""sc-537ac15b-35 hxASyT"">$$</span>",8.6
181,"https://wolt.com/nb/nor/oslo/restaurant/oishi-sushi-asian","https://imageproxy.wolt.com/venue/62c6e44e30b3e4510fd515c6/428c7174-feae-11ec-adf9-669620584302_42b6f102_a9c2_11eb_9838_4a5e01e07705_ikura_sushi2728.jpg","Oishi Sushi & Asian Pilstredet","Stort utvalg sushi og andre smakfulle, asitatiske retter.","<span>$$</span><span class=""sc-537ac15b-35 hxASyT"">$$</span>",8.6
182,"https://wolt.com/nb/nor/oslo/restaurant/mikes-corner","https://imageproxy.wolt.com/venue/634d7a3d7660c6ab18453129/ef528450-a2cf-11ed-9ac9-b67bfac9c2e9_mikes_corner.jpg","Mike's Corner","Unik amerikansk stemning i Oslobukta","<span>$$</span><span class=""sc-537ac15b-35 hxASyT"">$$</span>",8.6
183,"https://wolt.com/nb/nor/oslo/restaurant/sabrura-markveien","https://imageproxy.wolt.com/venue/639086b0dc4129b4b3f9a70d/171807c4-76d6-11ed-8afa-3e6b082ebaec_7174a264_68e9_11ec_89e0_6a3baabcf00b_sabrura_sushi_and_sticks_99_hero__1_.jpg","Sabrura Markveien","Sticks & Sushi","<span>$$</span><span class=""sc-537ac15b-35 hxASyT"">$$</span>",8.4
184,"https://wolt.com/nb/nor/oslo/restaurant/sakee","https://imageproxy.wolt.com/venue/5da862b1927dcae510ef718c/e9ac17c1780cbd3e0b0b9a3fc0980238","Sakee","Smaken av Japan","<span>$$$</span><span class=""sc-537ac15b-35 hxASyT"">$</span>",9.2
185,"https://wolt.com/nb/nor/oslo/restaurant/joses-taco-quesadilla","https://imageproxy.wolt.com/venue/5fa3e983f0626fdbc053364f/daedea10-2bd8-11eb-85a0-b2ffe9007658_joses_cafe0109.jpg","Jose's Taco & Quesadilla","Det beste fra det meksikanske kjøkkenet!  🇲🇽","<span>$$</span><span class=""sc-537ac15b-35 hxASyT"">$$</span>",8.2
186,"https://wolt.com/nb/nor/oslo/restaurant/majorstuen-grillkebab","https://imageproxy.wolt.com/venue/61b1f0c7c23834f107c4902d/7d1913a2-7e8d-11ec-a475-de9c10a2dc92_majorstuen_grill_og_kebab0656.jpg","Majorstuen Grill & Kebab","Kebab, burgere og pizza på Majorstuen!","<span>$$</span><span class=""sc-537ac15b-35 hxASyT"">$$</span>",8.2
187,"https://wolt.com/nb/nor/oslo/restaurant/mega-sushi-oslo","https://imageproxy.wolt.com/venue/63a1af9078294ef94ef4f730/018eb310-964f-11ed-af81-929d14d8a182_mega_sushi0137.jpg","Mega Sushi","Vi er en liten sushi restaurant hvor kvalitet er i hovedfokus.","<span>$$</span><span class=""sc-537ac15b-35 hxASyT"">$$</span>",9
188,"https://wolt.com/nb/nor/oslo/restaurant/nabo-sushi","https://imageproxy.wolt.com/venue/62022663cb25f79c7caa796f/a29d1162-8f42-11ec-bf0e-6681aea01a8e_sushi___wok___nabo_sushi3611.jpg","Nabo Sushi","Vi har lang erfaring i bransjen og et sterkt fokus på kvalitet","<span>$$</span><span class=""sc-537ac15b-35 hxASyT"">$$</span>",8.6
189,"https://wolt.com/nb/nor/oslo/restaurant/hao-cafe","https://imageproxy.wolt.com/venue/5eb40598172d549a15f56a97/6cfcf084-bd04-11ea-9998-caf35b98b9a1_hero3.jpg","Hao","Korteste vei til Vietnam. Midt på Majorstua.","<span>$$</span><span class=""sc-537ac15b-35 hxASyT"">$$</span>",9.2
190,"https://wolt.com/nb/nor/oslo/restaurant/el-aroma","https://imageproxy.wolt.com/venue/6076d3ca3a47e31472acf4dc/e96c2fb8-a34a-11eb-824e-caaecd8767f7_agave_el_aroma1814.jpg","El Aroma","Meksikanske matopplevelser for store og små","<span>$$</span><span class=""sc-537ac15b-35 hxASyT"">$$</span>",8.4
191,"https://wolt.com/nb/nor/oslo/restaurant/demitierra-oslo","https://imageproxy.wolt.com/venue/6086db4c23aa00c9af92ea59/118010ea-7772-11ec-8799-7682ea67ab9d_de_me_tierra_wa.png","De Mi Tierra - VIA Village","Argentinske empanadas 🇦🇷","<span>$$</span><span class=""sc-537ac15b-35 hxASyT"">$$</span>",9.2
192,"https://wolt.com/nb/nor/oslo/restaurant/beirut-kebab","https://imageproxy.wolt.com/venue/617fe458956986870e1ee527/a01ccfce-42ce-11ec-838e-ca4a5fd55e95_beirut_kebab2484.jpg","Beirut Kebab","Her får du digg pizza, kebab og burger!","<span>$$</span><span class=""sc-537ac15b-35 hxASyT"">$$</span>",7.8
193,"https://wolt.com/nb/nor/oslo/restaurant/adriatic-cafe","https://imageproxy.wolt.com/venue/61389efa72fa521f0e1db32b/3bfbf80c-17a0-11ec-88b4-8e21d0e60820_adriatic_cafe0674.jpg","Adriatic Cafe","Tradisjonelle retter fra Adriaterhavet","<span>$$</span><span class=""sc-537ac15b-35 hxASyT"">$$</span>",9
194,"https://wolt.com/nb/nor/oslo/restaurant/diamond-indian-cuisine","https://imageproxy.wolt.com/venue/61558e6dd3390d474310597e/108d4098-2cd8-11ec-adc0-8605cb6a8367_samlebilde__1_.jpg","Diamond Indian Cuisine","Vår mat er laget på tradisjonelle indiske oppskrifter og håndplukkede råvarer.","<span>$$</span><span class=""sc-537ac15b-35 hxASyT"">$$</span>",8.6
195,"https://wolt.com/nb/nor/oslo/restaurant/dalat-cafe","https://imageproxy.wolt.com/venue/604a321dd487e0f40b31129c/c84851a2-9217-11eb-8de2-3a1a423ff6fb_dalat_cafe1079.jpg","Dalat Café","Orientalsk vietnamesisk mat","<span>$$</span><span class=""sc-537ac15b-35 hxASyT"">$$</span>",9
196,"https://wolt.com/nb/nor/oslo/restaurant/bjlsen-sushi-bubble-tea","https://imageproxy.wolt.com/venue/61eeb468c33ff7acfb7b1e9d/838da4f0-a222-11ed-b1ec-6af4e75136ab_53dcac20_8292_11ec_b75f_629e6ccf19a9_bj_lsen_sushi___bubbletea2332.jpg","Bjølsen Sushi & Bubble Tea","Sushi, varmretter og bubbletea!","<span>$$</span><span class=""sc-537ac15b-35 hxASyT"">$$</span>",9.2
197,"https://wolt.com/nb/nor/oslo/restaurant/stjerne-restaurant","https://imageproxy.wolt.com/venue/6409e56d830db7d4b1b44497/1d800964-df62-11ed-8919-5af1804936f0_stjerne_casablanca10707.jpg","Stjerne Restaurant","Prøv vår saftige burger, eller ekte kebab!","<span>$$</span><span class=""sc-537ac15b-35 hxASyT"">$$</span>",
198,"https://wolt.com/nb/nor/oslo/restaurant/restaurant-schrder","https://imageproxy.wolt.com/venue/642406c7c2e47e31e5c4112e/92e08f92-dd11-11ed-9ce8-9246e0e58e1b_schroeder_restaurant10873_1_copy.jpg","Restaurant Schrøder","Nyt smaken av norske tradisjonsretter!","<span>$$</span><span class=""sc-537ac15b-35 hxASyT"">$$</span>",
199,"https://wolt.com/nb/nor/oslo/restaurant/cafkontoret","https://imageproxy.wolt.com/venue/61b9bbb909490f115c48995f/1cef90a6-5f47-11ec-9fb8-a64a279a80f9_cafekontoret14216.jpg","Cafékontoret","Cafékontoret tilbyr noe for enhver!","<span>$$</span><span class=""sc-537ac15b-35 hxASyT"">$$</span>",8.8
200,"https://wolt.com/nb/nor/oslo/restaurant/laficco-torshov","https://imageproxy.wolt.com/venue/5e69f4a1d41ab78dcbce2f0d/5591ca5a-c341-11ed-9351-828eea270d1b_laffico_torshov8669_1_copy.jpg","Laficco Torshov","Ekte italiensk pizza!","<span>$$</span><span class=""sc-537ac15b-35 hxASyT"">$$</span>",8.8
201,"https://wolt.com/nb/nor/oslo/restaurant/oslo-kebab-pizzahus","https://imageproxy.wolt.com/venue/61cc662801888780f8c2bfef/25198326-730c-11ec-a11b-2ee22e164ae6_oslo_kebab_og_pizzahus_t_yen0767.jpg","Oslo Kebab & Pizzahus","Et godt utvalg av pizza, burgere og kebab","<span>$$</span><span class=""sc-537ac15b-35 hxASyT"">$$</span>",7.8
202,"https://wolt.com/nb/nor/oslo/restaurant/gate-of-india","https://imageproxy.wolt.com/venue/5f0d849139ec8a4262253399/805027cc-ca61-11ea-a705-3e8546a9dd02_hero2.jpg","Gate of India","Tradisjonell Indiskt restaurant på Majorstuen","<span>$$</span><span class=""sc-537ac15b-35 hxASyT"">$$</span>",9
203,"https://wolt.com/nb/nor/oslo/restaurant/nydalen-pizza-grill","https://imageproxy.wolt.com/venue/61556aa68abd7225b621d9d0/b3b0fde2-2ff2-11ec-934f-a631e3d977a6_nydalen_pizza_og_grill10649.jpg","Nydalen Pizza & Grill","Pizza & Grill","<span>$$</span><span class=""sc-537ac15b-35 hxASyT"">$$</span>",8.4
204,"https://wolt.com/nb/nor/oslo/restaurant/tyen-pizza-grill","https://imageproxy.wolt.com/venue/61a79a749fc74bea96f51838/c2177bf0-a228-11ed-9075-5ada3f4b81d6_0911650c_568a_11ec_8e8c_ee505c5e0b42_t_yen_kebab___pizza13255.jpg","Tøyen Pizza Grill","Saftige burgere, pizza og kebab!","<span>$$</span><span class=""sc-537ac15b-35 hxASyT"">$$</span>",8.2
205,"https://wolt.com/nb/nor/oslo/restaurant/jungel-pizza","https://imageproxy.wolt.com/venue/612f3fdeb0894b7772df44cc/05c2250e-0ca6-11ec-8661-36775d3db3f6_jungel_pizza0130.jpg","Jungel Pizza","Pizzeria basert på tradisjonen fra New York","<span>$$</span><span class=""sc-537ac15b-35 hxASyT"">$$</span>",8.8
206,"https://wolt.com/nb/nor/oslo/restaurant/perugina-pizzeria","https://imageproxy.wolt.com/venue/60269a9ed89e42c98117920d/61e1e0da-71ca-11eb-8be2-46408297a187_hero_2.jpg","Perugina Pizzeria","Ekte hjemmelaget pizza, pasta og dessert med italienske råvarer","<span>$$</span><span class=""sc-537ac15b-35 hxASyT"">$$</span>",8.8
207,"https://wolt.com/nb/nor/oslo/restaurant/queen-sushi-tsen","https://imageproxy.wolt.com/venue/63b5579b7b0121ced0e0295f/ae8279e6-a2eb-11ed-8abe-7adb6638390c_0sushi_meny_60_biter.jpg","Queen Sushi Tåsen","Vi tilbyr velsmakende varmmat og deilig sushi!","<span>$$</span><span class=""sc-537ac15b-35 hxASyT"">$$</span>",8.4
208,"https://wolt.com/nb/nor/oslo/restaurant/kebabbiten","https://imageproxy.wolt.com/venue/5ed74e6a4b598054e5af1716/95c4c1d6-af1c-11ea-b67d-269a8ab8f769_hero1.jpg","Kebabbiten","Kebabbiten smaker alltid!","<span>$$</span><span class=""sc-537ac15b-35 hxASyT"">$$</span>",8.2
209,"https://wolt.com/nb/nor/oslo/restaurant/nice-to-meet-u","https://imageproxy.wolt.com/venue/62138b4b1b632121b269694c/196e2c26-b1f8-11ed-a490-8287f8c3d022_hero__1_.jpg","Nice To Meet U","A brand new bubble tea experience","<span>$$</span><span class=""sc-537ac15b-35 hxASyT"">$$</span>",9.2
210,"https://wolt.com/nb/nor/oslo/restaurant/jonoe-ringnes-park","https://imageproxy.wolt.com/venue/60a4c1507171bf7c21818192/b66a28be-c51d-11eb-a161-be53d50292e0_jonoe0106.jpg","Jonoe Ringnes Park","Japansk kokkekunst og kjærlighet for sushi","<span>$$</span><span class=""sc-537ac15b-35 hxASyT"">$$</span>",8.2
211,"https://wolt.com/nb/nor/oslo/restaurant/illegal-burger-mllergata","https://imageproxy.wolt.com/venue/5ea2e7b1a3773b3797193d53/5a27a9b6-81f8-11ed-9e8a-feb94fe338f3_samlebilde.jpg","Illegal Burger Møllergata","Charcoal grilled, homemade burgers & smoothies.","<span>$$</span><span class=""sc-537ac15b-35 hxASyT"">$$</span>",8
212,"https://wolt.com/nb/nor/oslo/restaurant/kims-kitchen","https://imageproxy.wolt.com/venue/5ddbe670c8bf4f5e0da4f0e7/60433fc6-a6d9-11ed-94a5-a6f756339a3e_wolt_12.jpeg","Kim's Kitchen","Simply tasty - enkelt, og ufattelig godt!","<span>$$</span><span class=""sc-537ac15b-35 hxASyT"">$$</span>",9.4
213,"https://wolt.com/nb/nor/oslo/restaurant/ricksha-pakistani-street-food","https://imageproxy.wolt.com/venue/5fa065bd5045faebf8cc34c4/30b262f4-ae66-11eb-8e77-5a671380cdb3_ricksha2146.jpg","Ricksha Pakistani Street Food","På Ricksha får du deilig og autentisk Pakistansk Street Food!","<span>$$</span><span class=""sc-537ac15b-35 hxASyT"">$$</span>",8.4
214,"https://wolt.com/nb/nor/oslo/restaurant/arte-pazza-filetto-ristorante","https://imageproxy.wolt.com/venue/5e39358502738611f3fe1800/b4d5c992-9323-11ed-9212-8a3df5a4e3b6_013dbb64_5d67_11ea_a186_0a58647b0a35_img_3561.jpg","Arte Pazza Pizza Pasta","Italiensk kokkekunst på sitt beste","<span>$$</span><span class=""sc-537ac15b-35 hxASyT"">$$</span>",8.2
215,"https://wolt.com/nb/nor/oslo/restaurant/cana-sushi-wok","https://imageproxy.wolt.com/venue/64098e451044e66023742178/340f7396-e4d4-11ed-9c18-4e4a4eefa4b6_f5a68748_517e_11ea_9b54_0a586478450a_wolt_22__1_.jpg","Cana Sushi & Wok","Velkommen til Rainbow Sushi & Wok – et spennende spisested i sentrum av Oslo.","<span>$$</span><span class=""sc-537ac15b-35 hxASyT"">$$</span>",5.8
216,"https://wolt.com/nb/nor/oslo/restaurant/dgnvill-tjuvholmen","https://imageproxy.wolt.com/venue/5e78d228d37578d5f7741c82/34566114-eb96-11ea-b455-a20547ebc6d1_childburger06159.jpg","Døgnvill Tjuvholmen","Tradisjonelle og originale kvalitetshamburgere 🍔","<span>$$</span><span class=""sc-537ac15b-35 hxASyT"">$$</span>",7.4
217,"https://wolt.com/nb/nor/oslo/restaurant/pandoras-box","https://imageproxy.wolt.com/venue/6034fd9ff993e8a8188cf196/90f09a06-a21a-11ed-a80e-b6bab6fd1b34_6772556e_802c_11eb_9bec_827c5b914274_retaurant_selection5975.jpg","Pandora Box","Healthy, Fresh & Tasteful","<span>$$</span><span class=""sc-537ac15b-35 hxASyT"">$$</span>",8.6
218,"https://wolt.com/nb/nor/oslo/restaurant/fiskeriet-youngstorget","https://imageproxy.wolt.com/venue/5e73ad2915654eb2f6bc62cf/60ea7aec-b470-11ea-b103-ae1b1e32ddf8_heroshot_03.jpg","Fiskeriet Youngstorget","Fiskeriet skaper minnerike matopplevelser gjennom å tilby verdens beste råvarer i en uformell og unik atmosfære😊","<span>$$</span><span class=""sc-537ac15b-35 hxASyT"">$$</span>",9
219,"https://wolt.com/nb/nor/oslo/restaurant/frencheez-via-village","https://imageproxy.wolt.com/venue/6405e8c03797e24961a01ecb/7b1a71c0-cca4-11ed-8852-323cbcb25278_samlebilde.jpg","French'eez - VIA Village","Laget med de beste ingrediensene fra de franske alpene","<span>$$</span><span class=""sc-537ac15b-35 hxASyT"">$$</span>",
220,"https://wolt.com/nb/nor/oslo/restaurant/xinchaooslo","https://imageproxy.wolt.com/venue/602a3b171d309c517dba1608/210c1cd2-81b1-11eb-b465-6a6ddcf9b908_xinchao00654.jpg","Xin Chào Oslo","Asiatiske fristelser","<span>$$</span><span class=""sc-537ac15b-35 hxASyT"">$$</span>",9
221,"https://wolt.com/nb/nor/oslo/restaurant/bff-diner","https://imageproxy.wolt.com/venue/5e6a08f7eff0e508051f36ed/27188248-1cf6-11eb-8eb1-fa34dea643df_bff_diner0746.jpg","BFF Diner Frogner","Soul Food!","<span>$$</span><span class=""sc-537ac15b-35 hxASyT"">$$</span>",8
